,ID,Category path,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Category 1,Category 2,Category 3,Category 4,Name,Flow property,Unit,Eutrophication Potential - TRACI 2.1 (NETL),Acidification Potential - TRACI 2.1 (NETL),Particulate Matter Formation Potential - TRACI 2.1 (NETL),Photochemical Smog Formation Potential- TRACI 2.1 (NETL),Global Warming Potential [100 yr] - TRACI 2.1 (NETL),Ozone Depletion Potential - TRACI 2.1 (NETL),Water Consumption (NETL),Solar Use,Wind Use
10,a166799c-1ced-42db-a432-a0b7be8cfa55,Elementary flows/resource/air,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,air,,,"Energy, solar",Energy,MJ,,,,,,,,4.82e-05,0.000535051
11,a1319cd8-1f35-4686-a28a-78295a004459,Elementary flows/resource/air,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,air,,,"Energy, wind",Energy,MJ,,,,,,,,0.00017076,0.00189552
12,29722a01-fb47-44e7-ba32-0ff424623c9b,Elementary flows/resource/air,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,air,,,Methane,Mass,kg,,,,,,,,0.0,0.0
13,bff38104-405e-4494-b6b4-d6cbccaebc07,Elementary flows/resource/air,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,air,,,Natural gas,Energy,MJ,,,,,,,,0.002946942,0.036948575
14,8d574b04-1a8b-49f8-a4fa-0991f3f9d725,Elementary flows/resource/air,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,air,,,Nitrogen,Mass,kg,,,,,,,,0.0,0.0
15,9adabc2b-a294-48e8-9753-6a784f563ae4,Elementary flows/resource/air,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,air,,,Oxygen,Mass,kg,,,,,,,,0.0,0.0
16,d9d2e2c0-cf11-42a1-add1-88ead285c3d6,Elementary flows/resource/air,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,air,,,Shale gas,Energy,MJ,,,,,,,,0.0,0.0
17,03d29e4b-3006-44ad-b1a3-c0064c46961d,Elementary flows/resource/air/subterranean,17.0,26,30,#VALUE!,Elementary flows,resource,air,subterranean,,Natural gas,Energy,MJ,,,,,,,,0.0,0.032099422
18,95291ba3-1207-40b3-8bee-4796c11d55fb,Elementary flows/resource/biotic,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,biotic,,,Biomass,Mass,kg,,,,,,,,0.0,0.0
19,d9916909-df6e-4580-a402-736b44293e16,Elementary flows/resource/biotic,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,biotic,,,Wood,Mass,kg,,,,,,,,0.0,0.0
20,3963b1b4-23dd-48aa-ad4a-2b91124633cd,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Aggregate,Mass,kg,,,,,,,,0.0,0.0
21,8bdffec5-663d-4ce5-a704-9c0bf808e3e1,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Aluminum,Mass,kg,,,,,,,,0.0,0.0
22,c723550b-ee36-4cc9-8c4b-d7c92393a9de,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Anhydrite,Mass,kg,,,,,,,,0.0,0.0
23,b41f4b04-da29-469b-90c6-709437a2307c,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Antimony,Mass,kg,,,,,,,,0.0,0.0
24,c0358e86-78d7-4fa8-8981-421062a4a01c,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Barite,Mass,kg,,,,,,,,1.31e-07,1.98e-06
25,8c0d03f1-881b-4ffe-9f08-da0c6a237acf,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Barium sulfate,Mass,kg,,,,,,,,0.0,0.0
26,0bd060a4-b574-4a72-9257-e7143dd1b6c5,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Basalt,Mass,kg,,,,,,,,0.0,0.0
27,092ad66d-70ff-4e55-8501-ae05fcff6e35,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Bauxite,Mass,kg,,,,,,,,0.0,0.0
28,8fde3ac9-c3a5-4f49-aba8-723bef56bbcd,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Bentonite,Mass,kg,,,,,,,,9.5e-07,1.43e-05
29,71220950-a1d5-479d-9563-1220bdcf9a4d,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Beryllium,Mass,kg,,,,,,,,1.12e-10,1.19e-09
30,c875eeaa-c51e-4ffd-82f6-44c31b36b41e,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Borax,Mass,kg,,,,,,,,0.0,0.0
31,528871ed-10da-4bec-93ee-fb1b1ab299a2,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Boron,Mass,kg,,,,,,,,7.73e-07,1.17e-05
32,ade7fe2d-88d2-4602-bf78-19e508ac12be,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Calcium carbonate,Mass,kg,,,,,,,,0.0,0.0
33,978c2b4e-0454-4401-a3ab-f75a92c64ff4,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Calcium chloride,Mass,kg,,,,,,,,0.0,0.0
34,12cb812d-90ff-4e0f-ba0d-4000b701a821,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Cerium,Mass,kg,,,,,,,,2.04e-09,2.18e-08
35,8ac7e552-750b-4fef-ac9a-32268f548b9a,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Chromium,Mass,kg,,,,,,,,0.0,0.0
36,054f9bab-bee9-4295-a735-1be8a60d5c1e,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Chromium ore,Mass,kg,,,,,,,,0.0,0.0
37,4f99da03-ca91-4abc-87cc-e78fd754a84c,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Clay,Mass,kg,,,,,,,,2.94e-06,4.43e-05
38,f66dc95c-7122-40b3-806f-09de0359b3a6,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Coal,Energy,MJ,,,,,,,,0.006208766,0.070567517
39,0b0dcdad-9057-4a27-a7c6-3f6036e6270d,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,"Coal, anthracite",Energy,MJ,,,,,,,,0.0,3.52e-06
40,253ad1d2-e110-48f5-8606-e48af50392a8,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,"Coal, bituminous",Energy,MJ,,,,,,,,0.0,0.0
41,a035db30-8143-4ebf-a518-3d1eb678268c,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,"Coal, lignite",Energy,MJ,,,,,,,,0.0,3.69e-09
42,7109061b-c7d8-4ab4-837e-d7c7d5dbfd0f,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,"Coal, sub-bituminous",Energy,MJ,,,,,,,,0.0,0.0
43,fcb8f46d-acc5-478c-b48f-9dda79b9b28d,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Cobalt,Mass,kg,,,,,,,,5.58e-11,5.95e-10
44,8fd6ec8d-c99f-4f49-b2d3-73e01f566af6,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Colemanite,Mass,kg,,,,,,,,0.0,0.0
45,65833b65-d93a-4592-804f-ea1a66a1e70d,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Copper,Mass,kg,,,,,,,,9.77e-07,1.11e-05
46,221c45a5-f7f8-4bd5-9a4a-6212d70f1907,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Copper ore,Mass,kg,,,,,,,,0.0,0.0
47,6592fe8b-c0d0-4593-8800-124053127e97,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Diatomite,Mass,kg,,,,,,,,1.78e-07,2.69e-06
48,455c8690-4444-440d-bc04-774d961833a4,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Dolomite,Mass,kg,,,,,,,,0.0,5.83e-09
49,ade2cf2f-5d36-4660-ba5c-eed300dc6b7b,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,"Energy, geothermal",Energy,MJ,,,,,,,,0.0,0.0
50,3090ecee-3413-4331-8bbe-1099697986f8,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Feldspar group,Mass,kg,,,,,,,,1.05e-07,1.58e-06
51,5ef26673-eee9-48ca-879d-1143e8d25c63,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Fluorite,Mass,kg,,,,,,,,2.26e-08,3.41e-07
52,4d361971-572a-4618-9698-66b1070685c2,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Gangue,Mass,kg,,,,,,,,0.0,0.0
53,509dad06-ba3a-4708-b9ce-c81a29e738cf,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Garnet group,Mass,kg,,,,,,,,6.37e-09,9.62e-08
54,d6c59cff-edcf-422b-9020-302bfac73311,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Gold,Mass,kg,,,,,,,,9.81e-11,1.05e-09
55,e48f26a9-4e3e-4da0-9d36-c38ef3c2ad40,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Granite,Mass,kg,,,,,,,,0.0,0.0
56,e9c65caa-2c34-4a4a-abf7-d51d39933503,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Graphite,Mass,kg,,,,,,,,0.0,0.0
57,534828d1-4352-4827-b917-c7dc246033aa,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Gravel,Mass,kg,,,,,,,,6.95e-05,0.00096102
58,69ef6fd5-6832-4575-a90e-97f29e679437,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Gypsum,Mass,kg,,,,,,,,2.18e-06,3.29e-05
59,7d30afb7-a830-46c7-ba35-a76ac3f639ec,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Ilmenite,Mass,kg,,,,,,,,0.0,0.0
60,121667ce-3145-41d3-ac1c-68cb033eca0a,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Iridium,Mass,kg,,,,,,,,0.0,0.0
61,b6e3e973-4e58-451e-a802-01c3f527ab4c,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Iron,Mass,kg,,,,,,,,7.91e-06,8.43e-05
62,fa624421-8283-450a-a0ef-4ccebe9914e4,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Iron ore,Mass,kg,,,,,,,,0.0,1.72e-07
63,2fbafd22-624b-40e3-9f02-a4611b9740ff,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Kaolin,Mass,kg,,,,,,,,1.25e-06,1.88e-05
64,6b8cbd58-959f-41d9-afe7-958dc93ff248,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Kaolinite,Mass,kg,,,,,,,,0.0,0.0
65,5073ecad-5afc-43e1-aacc-fc84cde39706,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Kyanite,Mass,kg,,,,,,,,2.18e-08,3.29e-07
66,67183bef-17df-4ebb-a3c7-a51a660d420e,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Lead,Mass,kg,,,,,,,,2.53e-07,2.88e-06
67,ea995e52-d1c4-47d9-9520-c72ae8995c51,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Lead ore,Mass,kg,,,,,,,,0.0,0.0
68,e5138c83-ef16-460b-83e2-62e28b08221d,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Limestone,Mass,kg,,,,,,,,2.67e-06,3.7e-05
69,881ece07-1a72-4919-bf98-f12ba26facae,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Lithium,Mass,kg,,,,,,,,1.72e-10,2.6e-09
70,e5048aff-e53d-4cb9-91fb-736f36fb86a6,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Magnesite,Mass,kg,,,,,,,,0.0,0.0
71,48bda23e-7e92-41b4-9dfe-5c44e9c30f25,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Magnesium,Mass,kg,,,,,,,,1.34e-07,1.43e-06
72,2f3f3804-234f-4641-8933-d0ca613df944,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Magnesium chloride,Mass,kg,,,,,,,,0.0,0.0
73,2f325a14-97fe-4614-ab6e-1a3168f6be11,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Manganese,Mass,kg,,,,,,,,0.0,0.0
74,3d993619-6354-4faf-a22a-24611994e96e,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Manganese ore,Mass,kg,,,,,,,,0.0,0.0
75,35522c94-0779-4055-b1ec-67ba9168e1c1,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Mercury,Mass,kg,,,,,,,,0.0,0.0
76,db85d549-babf-44df-844e-9c14bb042cd1,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Mica,Mass,kg,,,,,,,,9.1e-09,1.37e-07
77,f66afca4-0248-45cc-a5bb-2725cf82d837,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Molybdenite,Mass,kg,,,,,,,,0.0,0.0
78,c4d78b65-a35c-4e84-9924-366dcbf0c6ac,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Molybdenum,Mass,kg,,,,,,,,3.17e-09,3.38e-08
79,ab25f1dc-ce71-4fb9-9077-1f57abf97063,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Molybdenum ore,Mass,kg,,,,,,,,0.0,0.0
80,6b0fbaf9-3fbf-4161-8dc7-af54e5fe15f2,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Nickel,Mass,kg,,,,,,,,2.57e-09,2.93e-08
81,9e48321c-dbef-4712-8a4d-65dc5d52f84a,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Nickel ore,Mass,kg,,,,,,,,0.0,0.0
82,b5e2d914-7506-49dc-a416-918804744ac6,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Oil sand,Energy,MJ,,,,,,,,0.0,0.0
83,872daf38-0a84-4cc4-9271-f17e57839c12,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Olivine,Mass,kg,,,,,,,,0.0,0.0
84,033e88ff-b517-4777-99a8-51d358765127,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Osmium,Mass,kg,,,,,,,,0.0,0.0
85,c8828838-4290-4a95-8784-b7cc61ab4348,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Palladium,Mass,kg,,,,,,,,5.67e-12,6.05e-11
86,c200a87c-236c-4851-a706-473d6e4280de,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Peat,Energy,MJ,,,,,,,,1.6e-06,2.42e-05
87,769ac706-b6f6-4d02-9697-25420b240e8e,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Perlite,Mass,kg,,,,,,,,8.92e-08,1.35e-06
88,3909ae91-e46e-4b85-80e5-e13e8b3e0ee5,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Phosphate ore,Mass,kg,,,,,,,,5e-06,7.56e-05
89,74f4c47d-abdc-43a5-bfea-26e024c10cad,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Phosphorus,Mass,kg,,,,,,,,0.0,0.0
90,b8099425-d7e6-4677-8972-17c65cff85e9,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Phosphorus ore,Mass,kg,,,,,,,,0.0,0.0
91,24074a4a-26f4-47d9-98f9-2115b6f632aa,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Platinum,Mass,kg,,,,,,,,1.7e-12,1.81e-11
92,bdd32f0f-a96a-4edf-a2db-2de80e5faecc,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Potassium,Mass,kg,,,,,,,,1.4e-07,2.11e-06
93,898756a8-cb1c-40d4-8521-a09772d48ea5,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Potassium chloride,Mass,kg,,,,,,,,0.0,0.0
94,5fb83f9c-7157-4be7-8cf2-123d049eb284,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Potassium oxide,Mass,kg,,,,,,,,0.0,0.0
95,53b57108-6d2b-4c3c-b215-5614082ca541,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Pumice,Mass,kg,,,,,,,,5.5e-08,8.3e-07
96,354da9b7-f05b-4d81-a27f-3b15131f706e,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Pyrite,Mass,kg,,,,,,,,0.0,0.0
97,35a0fbc5-f75b-4218-a667-95db43fa98e2,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,"Quartz, sand",Mass,kg,,,,,,,,0.0,0.0
98,2fc53c1c-f7e7-475d-b5f6-054e5d001ff4,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,"Rare earth metals, total",Mass,kg,,,,,,,,0.0,0.0
99,9a950f15-9b09-445d-a7a1-90e3ac1e80b4,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Rhenium ore,Mass,kg,,,,,,,,3.95e-12,4.21e-11
100,947c02bc-a7df-4f73-a894-60318a33af4f,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Rhodium,Mass,kg,,,,,,,,0.0,0.0
101,4134fab1-81c9-4595-81a5-6c7c83a76fe1,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Rock,Mass,kg,,,,,,,,0.0,0.0
102,44ed49bf-35a5-48d5-8d18-0aabb65877ae,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Ruthenium,Mass,kg,,,,,,,,0.0,0.0
103,5b5e9405-ccd6-47ea-bba7-e1b87bd6151a,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Rutile,Mass,kg,,,,,,,,0.0,0.0
104,b738d1ff-18d5-4df8-936a-763f07596375,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Sand,Mass,kg,,,,,,,,6.95e-05,0.00096102
105,793437b1-4825-42a6-8b55-7dd1f9a20155,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Shale,Mass,kg,,,,,,,,0.0,0.0
106,24c910ea-66fd-4d37-aa1a-204ff4c0ec7b,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Silicon,Mass,kg,,,,,,,,0.0,0.0
107,f3078ebb-5113-4212-aeed-12a7898f2315,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Silver,Mass,kg,,,,,,,,5.49e-10,5.85e-09
108,eff4d2f9-611a-4e80-a962-7ee919a6815d,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Slate,Mass,kg,,,,,,,,0.0,0.0
109,d7868691-7c3a-4e78-9e0a-2cc7f5941e3b,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Sodium carbonate,Mass,kg,,,,,,,,2.31e-06,3.49e-05
110,777b2f4d-26ad-45bd-bca5-93fb4d45296d,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Sodium chloride,Mass,kg,,,,,,,,8.96e-06,0.000135307
111,fedce32e-8238-4b93-b076-b39903f51d9d,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Sodium nitrate,Mass,kg,,,,,,,,0.0,0.0
112,9adc6b7f-84ab-43c4-a005-12b1cf9534d2,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Sodium sulfate,Mass,kg,,,,,,,,0.0,0.0
113,d0f8990d-0b50-4b38-9e44-e9039ebc9676,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Soil,Mass,kg,,,,,,,,0.0,0.0
114,8617a29a-417d-431b-8e32-09c8b2a81093,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Stone,Mass,kg,,,,,,,,0.000171604,0.002374061
115,f5cd39a5-ddcd-4105-a0f6-b9c89dfc793b,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Sulfur,Mass,kg,,,,,,,,0.0,0.0
116,576a340c-7c9c-4c39-8368-33d886211db3,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Sulfur ore,Mass,kg,,,,,,,,0.0,0.0
117,92bb6c1a-e6b2-4993-8399-d25faa3503f8,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Talc,Mass,kg,,,,,,,,1.21e-07,1.82e-06
118,f0e0658b-4f2e-42c7-804e-34fae71123ee,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Tantalum,Mass,kg,,,,,,,,0.0,0.0
119,37b25686-585a-43ee-a8db-901ff4ed56bf,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Tin,Mass,kg,,,,,,,,0.0,0.0
120,15f53aa7-740f-4cb8-b2ce-9f426e85355b,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Tin ore,Mass,kg,,,,,,,,0.0,5.999999999999999e-23
121,63c40728-53a8-4bbe-bf97-9fd3dd382b3e,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Titanium,Mass,kg,,,,,,,,2.79e-08,2.97e-07
122,ebe64771-b7fd-41e7-955b-0cb41f99e0a0,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Uranium,Mass,kg,,,,,,,,0.0,0.0
123,f9ea52a9-0242-458c-bad5-d5fb72ec1a7d,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Uranium ore,Energy,MJ,,,,,,,,0.0,7.82e-08
124,4eeba4ed-02b5-43c6-b080-cc118d597fcb,Elementary flows/resource/ground,17.0,26,#VALUE!,#VALUE!,Elementary flows,resource,ground,,,Uranium oxide,Energy,MJ,,,,,,,,0.0,0.0
